date,year,month,series::KAW Native Proxy Canonical::return,series::KAW Native Proxy Canonical::balance,series::KAW Core Revised Internal::return,series::KAW Core Revised Internal::balance,series::benchmark::return,series::benchmark::balance,asset::133690::return,asset::402970::return,asset::069500::return,asset::192090::return,asset::200250::return,asset::101280::return,asset::267440::return,asset::385560::return,asset::GLD::return,asset::QQQ::return,asset::SCHD::return,asset::EWY::return,asset::EWJ::return,asset::TLT::return
2025-10-31,2025,10,0.04076444509125863,14767.699972709068,0.05287926828136058,14713.222669507306,0.03906552277408215,19163.218035430353,0.07414208051622717,-0.0028364061066155077,0.22360748892140014,0.02335153296934056,0.06040682145058551,0.060205699418675485,0.004583921015514747,-0.03513322956991394,0.05098964861558919,0.06338859689498011,-0.0055724643554926345,0.22899815980585858,0.055868397985232354,0.028889974982899913
2025-09-30,2025,9,0.04316897055257177,14189.2817749113,0.06370219071344717,13974.273321502515,0.04963905319556394,18442.74265232925,0.050039938302208986,-0.008109226313611884,0.10271218143558558,0.04274327756853813,-0.0016410256410256396,0.021680441915520987,0.018190521780756308,-0.020598811757348345,0.13271227412869702,0.06802651740527854,0.0005234705915042603,0.12381326421475491,0.03852522724236174,0.04993241058297482
2025-08-31,2025,8,0.023552815847625752,13602.093405246867,0.023746407085406436,13137.39263066637,0.015312433163805927,17570.55684635724,0.003018226774503141,0.03725002145738565,-0.016510301692420848,0.11854609581659648,-0.010152284263959421,0.05628674212512075,0.010032636286715801,-0.010596333823188142,0.04451779351035601,0.004388682677317179,0.048209222431570886,-0.01289101900567946,0.057872767641324874,-0.004975909903798703
2025-07-31,2025,7,0.026971320828593395,13289.097733547522,0.02825060347550598,12832.662991285475,0.055660838203971164,17305.56651572343,0.07203571798782749,0.03638142679238565,0.05756182972203994,0.06790123456790131,-0.02301130728030154,0.021648514185827583,0.0,0.010091277230172224,0.025564494297728446,0.05690442087578251,0.03189470505422687,0.04670171715430116,0.013313116860925067,0.02013451662707677
2025-06-30,2025,6,0.013517187361101574,12940.086508769742,0.020443751480622177,12480.09283720412,0.03457662611332846,16393.112152541275,0.041318745711223626,0.0029440628066732533,0.1538526292160054,0.006211180124223503,0.006790493309366985,-0.008576253110558096,0.014967488651699279,-0.024923186308118073,-0.012001393829165097,0.04684969307266407,0.006203840284424222,0.16497418751835213,0.0033533689419023016,0.01022643740109297
2025-05-31,2025,5,-0.008596897031727032,12767.505741527573,-0.02378069877048424,12230.064439216776,0.023026065674164542,15845.237306516878,0.06361220908300669,-0.018476357267950938,0.0649971610435407,0.003592181722134269,-0.019388954171562833,0.01598194130925501,-0.027443025891898287,-0.04033044156350518,-0.03800303192833332,0.05087973968454618,-0.02441685237612512,0.03859288313052378,-0.0012159549015885451,-0.06836762787606909
2025-04-30,2025,4,-0.005361002206557249,12878.21845957664,-0.02533738338040705,12527.988766267394,-0.04113842204591278,15488.595880570272,-0.013438185157318205,-0.09199332114176673,0.014676005943175863,-0.06287128712871282,0.01875498802873099,0.007688458213912064,-0.007460918995736643,0.030330420809480785,0.019715525943192036,-0.019241449338298078,-0.10678336276359068,0.005730006261076337,0.007737804689952332,-0.04591137556913949
2025-03-31,2025,3,0.01922462349084409,12947.630736524838,0.023920276167601888,12853.667056317416,-0.041325690719738795,16153.109308663848,-0.06856716552877873,-0.0052202799968361635,0.0025535795713633735,-0.00039588281868563335,0.06502337441563966,0.003561156006026467,-0.0035402407363700483,-0.0064733395696913165,0.1111486206878165,-0.06177531603435016,0.0035867595235901106,0.0035435546887694347,0.01657734370847752,0.0030123977828269144
2025-02-28,2025,2,0.012236625934660874,12703.412415782504,0.02346423102947006,12553.38658242709,-0.007079088722740989,16849.42336755747,-0.041412937479683554,0.006047584944696371,0.009978507829290661,0.01568154402895061,-0.05235602094240843,-0.007071943424452609,0.03898970083374209,0.05197207862072584,0.024007706762563474,-0.021500705649813545,0.031344993655072706,0.018731733233573467,0.008043504086241438,0.06298292517025805
2025-01-31,2025,1,0.012194268013453361,12549.8446611262,-0.0013917770725213026,12265.584083774025,0.008850805251342075,16969.552334115873,-0.006986636443845118,0.006648510092919002,0.04662746232205395,-0.037352428875556454,-0.0427910562837317,0.01229865540819608,0.012790264497702708,0.01611892540497295,0.051793843227549985,-0.00846196339477745,0.00042530764711612434,0.03201585316426514,-0.004382254678063746,-0.02158946474654566
2024-12-31,2024,12,0.01115892010640232,12398.652173516752,0.018768524438166848,12282.678834565115,0.027836404446204055,16820.67580834029,0.0888861117403088,-0.009756484492742135,-0.017739339036015322,0.06712102437009504,0.03594249201277955,0.04860208844617686,-0.051807370775933115,-0.03930886082434615,0.03571017964857792,0.07095588395478569,-0.016181962668291305,-0.03526479928092152,0.034595881078237856,-0.00506637541393562
2024-11-30,2024,11,0.017129676757269556,12261.82346511077,0.015273881471462985,12056.398033438263,0.07095590019953413,16365.129446259722,0.04095388317939386,0.06406144496961508,-0.042378260738143436,-0.006463527239150557,-0.007923930269413626,0.025159094272606097,0.011071428571428621,0.08333795859466053,-0.020890120494477915,0.06476501563436998,0.05722740618293076,-0.031152620714095414,0.034738537295734284,0.03076960023065789
2024-10-31,2024,10,0.02070686495275156,12055.319734847306,0.022903678157781084,11875.020379687705,0.038726267879540144,15280.862118795618,0.07112562595253658,0.055877372783174506,-0.014947149024862272,0.017750861438863952,-0.02132609538580843,0.015275969147550805,-0.0529875986471251,-0.012915861993398225,0.09313976262680335,0.03901731446012735,0.050063098087645974,-0.018286079117401544,-0.0027573495896747735,-0.009092223093302598
2024-09-30,2024,9,0.021906628407169903,11810.756005256557,0.022429667744866707,11609.128633767608,0.0075611941268654,14711.154027124036,0.005411226982584338,-0.009358170742473693,-0.04346216285494575,0.18307597282273003,0.006046420908913497,-0.03643646542155299,0.006125226860254074,0.021304274843330306,0.03705145179952396,0.01270363767597349,-0.00432934844128019,-0.036368898630001034,-0.019062907893362624,0.006564007597903654
2024-08-31,2024,8,-0.008831171955663917,11557.568643688906,-0.013118071333436161,11354.452046929948,-0.0028485724227373943,14600.754885039476,-0.010346530792627484,-0.017265313204927968,-0.04788892805813927,-0.038598574821852694,-0.01950659781985087,-0.006472957422324566,0.030267617155545157,-0.003137506449318761,-0.005229011857650789,-0.014859699471870713,-0.0026070392571270196,-0.04098902872017696,-0.011886107685368463,-0.005044092441929493
2024-07-31,2024,7,0.02744251298665789,11660.544920982851,0.02025582164240951,11505.380448369986,-0.0017774889653394688,14642.465007059482,-0.04109782545472673,0.07009562714696882,-0.007027842102428794,0.012140882317586144,0.027106658809664008,0.039836466071695664,0.014463544754001134,0.0650972820436655,0.03921485933288471,-0.03027140001097528,0.04741435125147486,-0.006855863953049379,0.02573641030390217,0.02208054085671729
2024-06-30,2024,6,0.029299645292581347,11349.097174387873,0.02547885647483695,11276.956430249626,0.04380680698980122,14668.538171797514,0.06896245436700044,0.008992974238875906,0.07038275305510733,-0.04390299965521205,0.0670718926849716,-0.013719512195121908,0.029914529914529808,0.058181932482554766,0.006878162651244857,0.07347032645011753,0.00841658223407582,0.07163599530877462,0.00494149472831551,0.02655740935840445
2024-05-31,2024,5,0.006482944335267648,11026.03816710911,0.013323572463966002,10996.771273290837,0.043118185678725274,14052.924423916731,0.04294700176938693,-0.007991822321345654,-0.01738884168790711,-0.006621760474940008,-0.003966597077244227,0.019297278331913192,0.0,0.016795308180321822,0.008971919868939082,0.05397893494509032,0.013273957323588492,-0.020802867630229094,0.01798962668898918,0.021562192437382777
2024-04-30,2024,4,0.003966116273660051,10955.017399118737,-0.0012584446702452543,10852.181447384504,-0.014966218302117529,13472.034729001412,-0.001609308090010253,-0.0036111111111111205,-0.019275636040439914,0.05238495734711046,0.03679653679653683,-0.012326732673267338,-0.03453966757043503,-0.047824102251978085,0.05710342090911347,-0.018474665877850183,-0.01991837018321385,-0.035677317097430494,-0.03227487878087576,-0.039841076471111125
2024-03-31,2024,3,0.043073563509026414,10911.740168861068,0.04397069587884995,10865.855525358045,0.045419209140698635,13676.723559449852,0.033730746799498945,0.054481546572934914,0.05552623863969508,0.014752499390392693,0.013380127220881777,0.03019175846593236,0.013379524549038457,0.02592922149893062,0.10006530994078555,0.025221340359329547,0.05948695726975495,0.05968544141018439,0.04497447186824077,0.020239906531997587
2024-02-29,2024,2,0.013253835387885904,10461.141525006775,0.02217412105082016,10408.19973994653,0.05754841600485694,13082.525593433169,0.028426186309020496,0.0,0.05928387317164052,0.08177261936164593,0.01446372941700047,0.044200660347214926,-0.025608194622279146,-0.0187791988971433,0.009682466338101436,0.05819854117274481,0.02355222171174054,0.08351574050812238,0.049270759234206096,-0.017541117845979004
2024-01-31,2024,1,0.0019329040226394988,10324.304887533064,0.0018294342740620495,10182.413666711347,0.05470831319428271,12370.616224697826,0.05956138980048964,0.04627643273061599,-0.06207037166491902,-0.04400453915017022,0.03572251670891902,0.08631262293185227,-0.021749032111136435,-0.03815837937384903,0.008446019931920068,0.03873155841316023,0.023532673646014857,-0.07648722844258116,0.05932570648079838,-0.007431760197888493
2023-12-31,2023,12,0.056726409098351714,10304.38749549219,0.06300790859033925,10163.819626730821,0.03711709307661959,11728.945405988372,0.05667294164272274,0.07135821385575136,0.06525179186446994,-0.009244222361024401,0.08366633366633369,0.0335426008968609,0.06268151016456924,0.1160530772645807,0.019449762895899392,0.06572703261355373,0.07099688282413696,0.0792882319353232,0.04234288512876572,0.10219827398391623
2023-11-30,2023,11,0.04304836765180618,9751.234952369909,0.023498848590138757,9561.377243382056,0.04300504318477483,11309.181464934032,0.07503224966566857,0.018504068665700535,0.10741160705081954,-0.046456223942823116,0.004012036108324901,0.039723983588213274,0.07856956408248505,0.12638675383846043,-0.02010041823508213,0.05910316651776282,0.015947761148703776,0.09641083312184584,0.01487147920218046,0.05055051608861394
2023-10-31,2023,10,-0.02300549644098694,9348.785017824886,-0.024209472662262498,9341.854420796635,-0.02154900299156315,10842.882820970734,-0.022692837067280425,-0.04715878916622407,-0.06436264266195146,-0.036386593204775,-0.03039144176999753,-0.05781057810578105,-0.05091044221479002,-0.036011426530976665,0.0536680989266467,-0.015214925028190884,-0.03990606078434744,-0.0674887945034941,-0.0373098590023595,-0.054967547943616135
2023-09-30,2023,9,-0.02001769270019069,9568.922838121367,-0.028044750567959437,9573.62687900255,-0.030743958232085977,11081.682019970633,-0.035959591454440054,-0.02394775036284469,-0.020808411509160685,-0.0021761539342572966,0.027736131934033015,0.029672516736023224,-0.053242641022633985,-0.03713254254770504,-0.012311160144803046,-0.039345363355834495,-0.02331825632262252,-0.039724742414759984,0.011167071827701713,-0.06289709633112783
2023-08-31,2023,8,0.00036293870036726694,9764.383261660165,0.004777467976206896,9849.863853913925,0.019705364789134983,11433.183330751024,0.02055121873506449,0.027153657757427396,-0.030637778455904763,-0.04170782570519149,0.01444866920152088,0.0011472044439078122,-0.019772387630762167,-0.009282125521587359,0.02330659190529749,0.02117907756136561,0.02107001762542371,-0.04199158305416262,0.007458414754295983,0.00398224761966226
2023-07-31,2023,7,0.0021904009610417105,9760.840674831152,-0.014468053067467637,9803.030191106125,-0.002500989304618506,11212.242011804354,0.015179520354881904,0.01261591546258356,0.022114095006394052,0.03217401155545496,0.0,-0.012756318550310008,-0.021374732815839792,0.007688743199409709,-0.012011734167250099,0.0031666380232495683,0.006316001245450842,0.029736056933908905,-0.0103996424483781,-0.058692211917983794
2023-06-30,2023,6,0.0016499406671314863,9739.507248793323,0.013730812217054758,9946.943091614688,0.06587113427712321,11240.35401698095,0.04148419076952692,0.03239452298786594,-0.0003118081756103841,-0.008090796718732474,0.028951486697965656,0.03376879467586891,-0.012991339107261801,-0.0198661014668281,-0.02122984175236875,0.06410792624236672,0.05424209931307544,0.010573120811528947,0.05137916928141606,0.0031793707825211737
2023-05-31,2023,5,-0.015035961567984183,9723.464109932951,-0.02187266367489081,9812.21343155238,-0.008622288468976502,10545.696994228285,0.07891013409141068,-0.035227150681989006,0.041232427518587134,-0.0859695973705834,0.012410879324003199,0.004270066216968793,-0.02129971745272763,-0.05456511712972534,-0.0264207059996725,0.06462156491901894,-0.053700422403541115,0.021142408536023227,-0.004792123215770161,-0.04293310738212708
2023-04-30,2023,4,0.024728968552097004,9871.897582587817,0.03595017054284254,10031.631943155307,0.04958485720838324,10637.415862358002,0.042660891926642686,0.02195148721325868,0.01179291767952173,0.010063284573088582,0.06736189402480264,0.05201822916666665,0.005353436031902081,-0.0070587120613966325,0.041990184945076114,0.03832846144723545,0.024750146638334414,0.023800116946040895,0.03572193836167048,0.036576754302275916
2023-03-31,2023,3,0.02858201277643799,9633.666935888845,0.02815582128141541,9683.508172887012,0.019889369267014567,10134.879318524754,0.05580165761646194,-0.04486843484642,0.02463816896667792,-0.008435346157802726,-0.01880530973451322,0.013058963197467355,0.0348219332956472,0.06467828981657386,0.061275555531199455,0.07678006059984788,-0.026877791902682913,0.02915139630172381,0.03177123019594896,0.03101755280790175
2023-02-28,2023,2,0.006417819489447854,9365.968698873912,0.020490002958301654,9418.327429025514,0.04360800846690349,9937.234001966903,0.0915443527631763,0.05977113654038435,-0.007847720821506088,0.007984238905018648,0.017445132245357264,0.024874949303771876,-0.03259324073061354,-0.061430915861894864,0.013062338503589954,0.06667242992646472,0.03498292018691562,-0.013303372327701068,0.020710725333833224,0.01859745739329366
2023-01-31,2023,1,0.045088038172399175,9306.242911741403,0.031249787408621554,9229.220670190492,0.038631475491584855,9521.998606128986,0.07822065253952237,-0.01875068134743263,0.08902789395206745,0.08726042841037196,-0.03423913043478266,0.05875617261862165,0.03135927805978578,0.0966859911741802,0.026837000965368674,0.06860860646813749,-0.016511295977665763,0.07364384996667739,0.033325379166868174,0.02869356294299319
2022-12-31,2022,12,-0.038221239891156326,8904.745410746182,-0.05540815954707105,8949.549161490895,-0.10392302251661745,9167.831738993102,-0.10523226942350228,-0.06378852827107573,-0.07737476093010776,-0.011809269162210367,-0.07999999999999996,-0.06497591006423986,-0.010823476902477092,0.0035776932562219255,-0.014948641591758793,-0.12465675076351579,-0.06847538436078171,-0.08409730795043857,-0.05241570418035668,-0.05317619997482914
2022-11-30,2022,11,0.023967697786686077,9258.621400350368,0.011226551132187401,9474.514576792884,-0.015897604517723263,10231.076089847555,-0.07222237734900738,-0.027107536490914463,0.07039471321337509,0.035055350553505615,-0.013320177602368033,0.02651463113064989,0.04978329623989697,0.10226467829316377,0.011443473381349767,-0.016037305420290804,-0.0039994099203914946,0.09224365719259398,0.04062801194245158,-0.0010561829446370519
2022-10-31,2022,10,-0.007030643590587054,9041.90768943488,-0.00805372758806018,9369.329322084204,0.07483419251451173,10396.353201471109,0.02098241012629365,0.09040710264183627,0.0636030254412101,-0.10937660470370747,0.04430705821741365,0.03770760567396114,-0.04433001231389233,-0.05482475980241375,-0.023695449588070128,0.03380291456954421,0.10552306487110052,0.08744403110517629,0.017240451741381113,-0.06524623079552938
2022-09-30,2022,9,-0.033651387318043596,9105.928225348773,-0.02037142597697552,9445.4000006497,-0.03300662249480213,9672.518118491791,-0.03649173888560797,-0.010711225364181676,-0.12277997453253808,-0.028825054857370858,-0.005125576627370565,-0.050104949556503464,-0.07025395503746878,-0.0674911839640947,0.034720645369005654,-0.04676143639397101,-0.013515887767633239,-0.12861685274227475,-0.02874821552977802,-0.022250866541807746
2022-08-31,2022,8,-0.02073240472776963,9423.026127265426,-0.0013628633735773723,9641.817573634497,-0.005911830486375003,10002.672555469284,-0.005232669344481744,0.02177957754186277,-0.004802241045821387,-0.014546884214664879,0.04779806659505903,0.00047419048909369543,-0.04880704880704878,-0.12470647309890559,0.00587025997631474,-0.016814860817795152,0.008108233208474314,-0.008812015480812119,-0.01087641771243164,-0.010812736620517294
2022-07-31,2022,7,0.04672710520601812,9622.5241933446,0.03158030214046307,9654.975986779647,0.09839722399319983,10062.158329842377,0.11934546566753323,0.03888573052870958,0.05129193983802538,-0.06916742909423601,0.0888888888888888,0.07079646017699126,0.04814776382691699,0.12275320023877434,-0.02025330650948476,0.13202044804980728,0.045093197507507066,0.046568842004793165,0.06898389283885797,0.030228576005855823
2022-06-30,2022,6,-0.02578025915281545,9192.963615335711,-0.0009024835026831823,9359.403205689554,-0.048492545700495215,9160.764530396038,-0.048748199764332756,-0.04857204673301596,-0.12888250923861588,0.14955826672275974,-0.04469273743016755,-0.046611341632088465,-0.020829099776468185,-0.08901678222383347,0.020781228138940122,-0.05535585459140269,-0.04548178248687906,-0.11310654863649927,-0.039617686535653895,0.023802909350630896
2022-05-31,2022,5,-0.02191968439251467,9436.232124942862,-0.03269022975964974,9367.857542577216,-0.021808768914455934,9627.632961782889,-0.06394596729169222,0.0010829542993284758,-0.0019508031822477179,-0.005023022185014603,-0.04837852206273263,-0.007413509060955503,-0.008362720403022661,0.012371543919745598,-0.05584417826050314,-0.039496992096045624,0.014052230972434021,-0.00350791472236589,-0.007119155489532458,-0.04600398593954513
2022-04-30,2022,4,-0.03308553967102596,9647.706813404195,-0.027269965460544623,9684.444250211138,-0.04436212519974936,9842.28099356264,-0.08333229313594548,0.004787812840043593,-0.028573966599549916,-0.05236017453391506,-0.0018572565667285268,-0.025812491641032498,-0.05709671290138707,-0.09107083287001005,0.025895318889220587,-0.09484327370804879,0.004426387915793084,-0.01992209072595863,-0.03726383092351526,-0.05113966737118669
2022-03-31,2022,3,0.005819259216950304,9977.828659343608,-3.334676983847949e-05,9955.942457144642,0.05224129338714434,10299.174251146012,0.10111880807081208,0.0557151062607697,0.013048564657887729,-0.06595035198221566,0.028938028938028992,-0.01130578512396696,-0.038809241165190356,-0.04520238885202388,0.02702531914348727,0.061458045514108495,0.0444750429314813,-0.002406155123498288,-0.007309571802706194,-0.041092336614412917
2022-02-28,2022,2,0.0014863092490199018,9920.101020049606,-3.239368855563994e-05,9956.274466737732,-0.03764927635582671,9787.84459027755,-0.024365386936290645,-0.009895359417652405,0.009753142510979806,-0.005435283279594638,-0.024760383386581486,-0.010403035854488318,-0.01191013263556795,-0.023027254103674455,0.06229761976885784,-0.019021022422651468,-0.017241490337669196,0.02063493329977284,-0.0018644387551275399,-0.026188691419652077
2022-01-31,2022,1,-0.04152000108220786,9905.378564274482,-0.029893549307964867,9956.596997639946,-0.038554975695545,10170.766592467986,-0.12817844909220566,-0.029044726670347853,-0.08929162528963919,-0.05649717514124297,0.009134873723804393,-0.03789500188845529,-0.02703889035203233,-0.05858945877987454,0.0005522230095484915,-0.10657733364181654,-0.016537649723003867,-0.08150537301756544,-0.04649348299278355,-0.016071986539552774
2021-12-31,2021,12,0.01694477749386905,10334.465586614768,0.012194390477056196,10263.406650411724,0.04550110150265407,10578.625231147143,0.01032328171692476,0.05881665107577172,0.06523272214386466,0.030452306314375344,0.01972602739726037,0.018529204334166938,-0.01359542777970213,-0.01545450175455465,0.019890186455156833,0.011836080375716929,0.06520118655875584,0.04761382898614697,0.015938361411513613,-0.027861854207929748
2021-11-30,2021,11,0.01622682129139203,10162.268212913921,0.013975847620978215,10139.758476209781,0.011823441978486393,10118.234419784863,0.06091326031929034,0.007658772239896416,-0.03594799014192229,-0.007555555555555538,-0.04249737670514164,0.003087015242137836,0.02212781023189936,0.06953548751960104,0.012980555320772247,0.0403876393181033,-0.0009048372816936601,-0.02822911006255735,-0.010849587344298417,0.048289212558538575
