date,year,month,series::Current Portfolio::return,series::Current Portfolio::balance,series::KAW Native Proxy::return,series::KAW Native Proxy::balance,series::QQQ 100%::return,series::QQQ 100%::balance,series::benchmark::return,series::benchmark::balance,asset::QQQ::return,asset::SPMO::return,asset::AIA::return,asset::XLE::return,asset::SCHD::return,asset::GLD::return,asset::138920::return,asset::133690::return,asset::402970::return,asset::069500::return,asset::192090::return,asset::200250::return,asset::101280::return,asset::267440::return,asset::385560::return
2023-10-31,2023,10,-0.00036663155862821657,11739.370714376822,-0.02300639776286539,9348.817969108417,-0.015214839027137605,10631.086347901959,-0.021548856888217727,10842.883639389469,-0.015214839027137605,-0.021977631566869493,-0.02377757086802068,-0.07877492524891772,-0.03990606404749064,0.0536680989266467,-0.014445896677443781,-0.022692837067280425,-0.047167802385008506,-0.06436264266195146,-0.036386593204775,-0.03039144176999753,-0.05781057810578105,-0.05091044221479002,-0.036011426530976665
2023-09-30,2023,9,-0.0187398301660111,11743.67631672885,-0.02002341646885271,9568.965393121667,-0.039345447249574894,10795.335641937967,-0.03074382527473518,11081.68120168544,-0.039345447249574894,0.007235324845042079,-0.03098658565573542,0.06618129444023912,-0.023318343891323368,-0.012311160144803046,-0.05909385113268606,-0.035959591454440054,-0.024004988049464826,-0.020808411509160685,-0.0021761539342572966,0.027736131934033015,0.029672516736023224,-0.053242641022633985,-0.03713254254770504
2023-08-31,2023,8,0.025752253754150283,11967.953737198632,0.0003696053755211867,9764.483717194382,0.021179160203303793,11237.479290583822,0.01970514961513281,11433.180918168035,0.021179160203303793,0.061079388067057705,-0.050032683489386165,0.05361383674491682,0.02107001762542371,0.02330659190529749,0.0190620671459667,0.02055121873506449,0.02722032450896661,-0.030637778455904763,-0.04170782570519149,0.01444866920152088,0.0011472044439078122,-0.019772387630762167,-0.009282125521587359
2023-07-31,2023,7,0.0016465999730801988,11667.489584738538,0.002182592380628572,9760.876044938377,0.0031664725210149847,11004.415021891538,-0.002500989304618506,11212.242011804352,0.0031664725210149847,-0.017127529578640166,0.026503401542548044,0.040968112805733536,0.006315912689865977,-0.012011734167250099,0.06043225851577261,0.015179520354881904,0.012537829658452182,0.022114095006394052,0.03217401155545496,0.0,-0.012756318550310008,-0.021374732815839792,0.007688743199409709
2023-06-30,2023,6,0.04007832794931883,11648.30947866454,0.001657893791846729,9739.618427967265,0.06410811076105394,10969.67983213874,0.06587113427712321,11240.354016980948,0.06410811076105394,0.06150611032660236,0.03976891633639745,0.07020966658355321,0.0542420943791837,-0.02122984175236875,0.13144982589427023,0.04148419076952692,0.03247405423501837,-0.0003118081756103841,-0.008090796718732474,0.028951486697965656,0.03376879467586891,-0.012991339107261801,-0.0198661014668281
2023-05-31,2023,5,-0.009471622472895926,11199.454084992856,-0.015033918334410605,9723.497901161894,0.06462146979470962,10308.802011003549,-0.00862244003544621,10545.696994228281,0.06462146979470962,-0.06752227606970462,-0.027296705603733096,-0.1121729697311773,-0.0537003347006636,-0.0264207059996725,-0.08752166377816295,0.07891013409141068,-0.03520671834625322,0.041232427518587134,-0.0859695973705834,0.012410879324003199,0.004270066216968793,-0.02129971745272763,-0.05456511712972534
2023-04-30,2023,4,0.03755750713787423,11306.545414632912,0.02472327961732632,9871.911411121228,0.038328260252119106,9683.067929290763,0.04958501767385881,10637.417488656227,0.038328260252119106,0.0630148327362634,-0.019999833657667665,0.06176775947912394,0.024750146638334414,0.041990184945076114,-0.024651359346386847,0.042660891926642686,0.021894597865551813,0.01179291767952173,0.010063284573088582,0.06736189402480264,0.05201822916666665,0.005353436031902081,-0.0070587120613966325
2023-03-31,2023,3,0.04449603681912761,10897.271078325357,0.028581676773900506,9633.733913811155,0.07678049769779771,9325.632653915818,0.019889533557141625,10134.87931852475,0.07678049769779771,0.0007831765799912738,0.043089195211016174,-0.01652151665226509,-0.026877876791649657,0.061275555531199455,-0.017235412196303757,0.05580165761646194,-0.04487179487179482,0.02463816896667792,-0.008435346157802726,-0.01880530973451322,0.013058963197467355,0.0348219332956472,0.06467828981657386
2023-02-28,2023,2,0.02950848744650566,10433.042054914378,0.006421327285459534,9366.036875191985,0.06667186537902703,8660.662664168245,0.04360784035605736,9937.232401215655,0.06667186537902703,0.02165670193840219,-0.036776254927426755,-0.00375683794277637,0.03498327233596599,0.013062338503589954,-0.014327625025585045,0.0915443527631763,0.059806214500501165,-0.007847720821506088,0.007984238905018648,0.017445132245357264,0.024874949303771876,-0.03259324073061354,-0.061430915861894864
2023-01-31,2023,1,0.030491541072010655,10134.002955907143,0.04508353030451977,9306.278216951398,0.06860907021983564,8119.331675717161,0.03863164885130832,9521.998606128982,0.06860907021983564,-0.03633020759402872,0.08314707753166894,-0.0001362676434325527,-0.016511629224493896,0.026837000965368674,0.011036766227495276,0.07822065253952237,-0.018795760026226627,0.08902789395206745,0.08726042841037196,-0.03423913043478266,0.05875617261862165,0.03135927805978578,0.0966859911741802
2022-12-31,2022,12,-0.06551626542615369,9834.144728024488,-0.038216440675671426,8904.817602703684,-0.12465685307251917,7598.037394579517,-0.10392317208230539,9167.830208775164,-0.12465685307251917,-0.0705695744833097,-0.028328104454853786,-0.07369386247671916,-0.06847514948743705,-0.014948641591758793,0.034170352404051973,-0.10523226942350228,-0.06374053611622676,-0.07737476093010776,-0.011809269162210367,-0.07999999999999996,-0.06497591006423986,-0.010823476902477092,0.0035776932562219255
2022-11-30,2022,11,2.028868195223083e-05,10523.612519065582,0.023961222412188392,9258.650261145542,-0.016037747443560346,8680.06726419141,-0.01589744112031477,10231.076089847551,-0.016037747443560346,-0.038192813409968496,0.18416529194153797,-0.055811812765157454,-0.0039993101144814025,0.011443473381349767,0.03423343662387479,-0.07222237734900738,-0.027172290235891294,0.07039471321337509,0.035055350553505615,-0.013320177602368033,0.02651463113064989,0.04978329623989697,0.10226467829316377
2022-10-31,2022,10,0.03686429395934886,10523.399013169947,-0.007030763448866622,9041.993054516803,0.03380325823535513,8821.544974555338,0.07483401405229761,10396.351475292106,0.03380325823535513,0.12903710365462473,-0.08759947325645334,0.2422083889828872,0.10552277023128398,-0.023695449588070128,-0.004407227853680085,0.02098241012629365,0.09040590405904059,0.0636030254412101,-0.10937660470370747,0.04430705821741365,0.03770760567396114,-0.04433001231389233,-0.05482475980241375
2022-09-30,2022,9,-0.016284998350579012,10149.253932725864,-0.03364329495450205,9106.015294010755,-0.046761524271367816,8533.098444295123,-0.03300646493794768,9672.518118491786,-0.046761524271367816,-0.008824724065927159,-0.10152936639178034,-0.03635365451114714,-0.013515887767633239,0.034720645369005654,-0.028820088457697235,-0.03649173888560797,-0.010630301728766223,-0.12277997453253808,-0.028825054857370858,-0.005125576627370565,-0.050104949556503464,-0.07025395503746878,-0.0674911839640947
2022-08-31,2022,8,0.0013457175129924057,10317.270668545607,-0.020738118927375537,9423.037317862896,-0.016814460416534782,8951.693266233962,-0.005912070139255654,10002.67092568628,-0.016814460416534782,0.005753859786430393,0.017299773341558966,0.06386287739078123,0.008108143506512455,0.00587025997631474,0.002861639719559328,-0.005232669344481744,0.021722435545803664,-0.004802241045821387,-0.014546884214664879,0.04779806659505903,0.00047419048909369543,-0.04880704880704878,-0.12470647309890559
2022-07-31,2022,7,0.05740330175510398,10303.405195730253,0.046725014943208694,9622.591770386762,0.1320204762204893,9104.785318574175,0.09839740356219773,10062.159116133209,0.1320204762204893,0.0853137020413961,-0.03317732456376077,0.10296537471574618,0.04509338712840094,-0.02025330650948476,-0.025380002789011313,0.11934546566753323,0.038864827900615406,0.05129193983802538,-0.06916742909423601,0.0888888888888888,0.07079646017699126,0.04814776382691699,0.12275320023877434
2022-06-30,2022,6,-0.032799162045112566,9744.06376320975,-0.02578100286381227,9193.046533724853,-0.05535625740297356,8042.951085984411,-0.04849255239636874,9160.76374862209,-0.05535625740297356,-0.047908192935848026,-0.0010151820929876765,-0.1400343996311697,-0.04548203320500266,0.020781228138940122,-0.06292061417837314,-0.048748199764332756,-0.04857948384298416,-0.12888250923861588,0.14955826672275974,-0.04469273743016755,-0.046611341632088465,-0.020829099776468185,-0.08901678222383347
2022-05-31,2022,5,-0.023208540359193692,10074.498884650715,-0.021919425762525667,9436.324441166427,-0.03949660471208771,8514.2691612741,-0.02180899904395517,9627.632207917495,-0.03949660471208771,-0.008830149403992071,-0.005679963697499679,0.13248364409188262,0.014052403570121053,-0.05584417826050314,0.03300485961123112,-0.06394596729169222,0.001085540599218504,-0.0019508031822477179,-0.005023022185014603,-0.04837852206273263,-0.007413509060955503,-0.008362720403022661,0.012371543919745598
2022-04-30,2022,4,-0.0292615634820164,10313.868723171876,-0.03308439076305824,9647.798647389682,-0.09484337655274111,8864.382159442483,-0.04436190678966645,9842.282538387526,-0.09484337655274111,-0.04174833932248945,-0.01667903800373105,0.029904546798934728,0.004426558224999155,0.025895318889220587,0.030893403840801525,-0.08333229313594548,0.004799301919720778,-0.028573966599549916,-0.05236017453391506,-0.0018572565667285268,-0.025812491641032498,-0.05709671290138707,-0.09107083287001005
2022-03-31,2022,3,0.04371602229468272,10624.765987599589,0.005821217038593283,9977.911779708893,0.06145756971205274,9793.202557235649,0.05224098356813367,10299.173513818127,0.06145756971205274,0.05017873869900202,-0.038421279934709895,0.10882451107903957,0.04447495703209303,0.02702531914348727,0.01655113877493286,0.10111880807081208,0.055734684477199536,0.013048564657887729,-0.06595035198221566,0.028938028938028992,-0.01130578512396696,-0.038809241165190356,-0.04520238885202388
2022-02-28,2022,2,0.018303545569400673,10179.747901388251,0.0014839400488400943,9920.164349969207,-0.019020492523402432,9226.183727619282,-0.037649061899505565,9787.846771462733,-0.019020492523402432,-0.006673478065870264,-0.031244688099132167,0.0701773757799673,-0.01724166089447332,0.06229761976885784,0.1237580478499325,-0.024365386936290645,-0.009919051419450486,0.009753142510979806,-0.005435283279594638,-0.024760383386581486,-0.010403035854488318,-0.01191013263556795,-0.023027254103674455
2022-01-31,2022,1,-0.035173758387619554,9996.77153799566,-0.04151600444749899,9905.465233406963,-0.10657742297126671,9405.072845356439,-0.03855484438632073,10170.766592467984,-0.10657742297126671,-0.06772173285611105,-0.020942010075722606,0.20533382814024748,-0.016537564916982994,0.0005522230095484915,0.07456440040997614,-0.12817844909220566,-0.02900476032325916,-0.08929162528963919,-0.05649717514124297,0.009134873723804393,-0.03789500188845529,-0.02703889035203233,-0.05858945877987454
2021-12-31,2021,12,0.022738417569463053,10361.21438953551,0.01694753390780167,10334.51291765924,0.011836081793316966,10527.014972729936,0.045500809320687896,10578.623786373028,0.011836081793316966,0.022716997509167225,0.012503572168463206,0.02113708223934685,0.06520118655875584,0.019890186455156833,0.08558182661103375,0.01032328171692476,0.05884421521509786,0.06523272214386466,0.030452306314375344,0.01972602739726037,0.018529204334166938,-0.01359542777970213,-0.01545450175455465
2021-11-30,2021,11,0.01308547831408594,10130.85478314086,0.016228721057716597,10162.287210577166,0.04038738706298073,10403.873870629808,0.011823586559102539,10118.235865591025,0.04038738706298073,-0.009672168834941819,-0.02460102950026577,-0.031097124493669748,-0.0009045748777909424,0.012980555320772247,-0.013266239707227845,0.06091326031929034,0.007677769903142062,-0.03594799014192229,-0.007555555555555538,-0.04249737670514164,0.003087015242137836,0.02212781023189936,0.06953548751960104
