point,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_GDX,weight_GLD,weight_SLV,weight_AIA,weight_XLE
90,0.19665932337202802,0.16764373702786145,1.0325457213069629,0.38975920676648856,0.4021606373665899,0.20808015586692152,0.0,0.0,0.0,0.0
91,0.19707213646965194,0.1684394310130478,1.0301188707780136,0.4080974954011592,0.3761436651809897,0.2157588394178512,0.0,0.0,0.0,0.0
92,0.19748494956727589,0.1693147445352899,1.0272315624055113,0.4264357840358315,0.35012669299538596,0.22343752296878253,0.0,0.0,0.0,0.0
93,0.19789776266489975,0.17026844967820745,1.0239023318435323,0.44477407267050195,0.32410972080978667,0.23111620651971143,0.0,0.0,0.0,0.0
94,0.1983105757625237,0.17129923711537284,1.0201509283128096,0.4631123613051722,0.2980927486241851,0.23879489007064272,0.0,0.0,0.0,0.0
95,0.1987233888601476,0.172405724262612,1.0159981033653749,0.4814506499398443,0.27207577643858316,0.24647357362157252,0.0,0.0,0.0,0.0
96,0.1991362019577715,0.17358646353457843,1.0114654010610489,0.49978893857451506,0.24605880425298185,0.25415225717250317,0.0,0.0,0.0,0.0
97,0.19954901505539538,0.1748542247540754,1.0064927816466358,0.5,0.2344185731657732,0.2655814268342268,0.0,0.0,0.0,0.0
98,0.1999618281530193,0.1762219545689231,1.0010235590936296,0.5,0.22294573532823297,0.27705426467176697,0.0,0.0,0.0,0.0
99,0.20037464125064328,0.1776873464047625,0.9950913490928477,0.5,0.2114728974906932,0.28852710250930685,0.0,0.0,0.0,0.0
100,0.20078745434826717,0.17924800505214028,0.9887304145823798,0.5,0.20000005965315326,0.2999999403468468,0.0,0.0,0.0,0.0
