point,expected_return,volatility,sharpe,weight_QQQ,weight_SPY,weight_EWY,weight_EEM,weight_EWJ,weight_TLT,weight_GLD
30,0.13590941538787737,0.12110697674895031,0.8051938081471073,0.0,0.4550358070198452,0.0,0.0,0.0,0.12469428117256445,0.4202699118075904
31,0.13737491183440614,0.12124348926958173,0.8163744283878174,0.0,0.45832925601026214,0.0,0.0,0.0,0.11853511588431956,0.42313562810541827
32,0.13884040828093488,0.12138446791280859,0.8274994521282478,0.0,0.46162270500067915,0.0,0.0,0.0,0.11237595059607473,0.42600134440324616
33,0.1403059047274636,0.12152989713608832,0.8385679535887157,0.0,0.46491615399109604,0.0,0.0,0.0,0.10621678530782992,0.428867060701074
34,0.14177140117399234,0.12167976098168849,0.8495790323202764,0.0,0.46820960298151293,0.0,0.0,0.0,0.10005762001958511,0.43173277699890195
35,0.14323689762052114,0.12183404308498326,0.8605318134372627,0.0,0.47150305197192993,0.0,0.0,0.0,0.09389845473134016,0.43459849329672984
36,0.14470239406704988,0.12199272668289021,0.8714254478234634,0.0,0.4747965009623468,0.0,0.0,0.0,0.08773928944309534,0.4374642095945578
37,0.1461678905135786,0.12215579462243792,0.8822591123121034,0.0,0.4780899499527638,0.0,0.0,0.0,0.08158012415485055,0.44032992589238557
38,0.14763338696010736,0.12232322936945456,0.8930320098398131,0.0,0.4813833989431807,0.0,0.0,0.0,0.07542095886660566,0.4431956421902135
39,0.14909888340663607,0.12249501301736831,0.9037433695748306,0.0,0.4846768479335976,0.0,0.0,0.0,0.06926179357836101,0.44606135848804135
40,0.15056437985316481,0.12267112729610972,0.9143924470197248,0.0,0.48797029692401456,0.0,0.0,0.0,0.06310262829011619,0.44892707478586924
41,0.15202987629969356,0.1228515535811068,0.9249785240889494,0.0,0.4912637459144315,0.0,0.0,0.0,0.05694346300187134,0.45179279108369713
42,0.15349537274622232,0.1230362729023634,0.9355009091615979,0.0,0.49455719490484856,0.0,0.0,0.0,0.050784297713626365,0.4546585073815251
43,0.15496086919275107,0.12322526595361116,0.9459589371097491,0.0,0.4978506438952655,0.0,0.0,0.0,0.044625132425381596,0.4575242236793529
44,0.1564263656392798,0.12341851310152642,0.9563519693028381,0.0,0.5011440928856824,0.0,0.0,0.0,0.03846596713713678,0.4603899399771808
45,0.15789186208580855,0.12361599439500202,0.9666793935885136,0.0,0.5044375418760993,0.0,0.0,0.0,0.03230680184889189,0.4632556562750087
46,0.1593573585323373,0.12381768957446582,0.9769406242504769,0.0,0.5077309908665163,0.0,0.0,0.0,0.026147636560647156,0.4661213725728366
47,0.16082285497886606,0.12402357808123612,0.9871351019438266,0.0,0.5110244398569332,0.0,0.0,0.0,0.019988471272402178,0.46898708887066454
48,0.16228835142539477,0.12423363906690588,0.997262293608458,0.0,0.5143178888473501,0.0,0.0,0.0,0.013829305984157525,0.4718528051684924
49,0.16375384787192354,0.12444785140274657,1.0073216923610944,0.0,0.5176113378377671,0.0,0.0,0.0,0.007670140695912545,0.4747185214663203
50,0.16521934431845225,0.12466619368912336,1.0173128173665442,0.0,0.5209047868281841,0.0,0.0,0.0,0.00151097540766774,0.47758423776414816
51,0.16668484076498105,0.12493441007884548,1.0268589181940424,0.0,0.505584404228101,0.0,0.0,0.0,0.0,0.49441559577189903
52,0.1681503372115098,0.12536194235449766,1.035047058048775,0.0,0.4842132701530757,0.0,0.0,0.0,0.0,0.5157867298469243
53,0.16961583365803853,0.12595196428055677,1.0418337405166473,0.0,0.4628421360780503,0.0,0.0,0.0,0.0,0.5371578639219496
54,0.17108133010456728,0.12670220585082131,1.0472311956003746,0.0,0.44147100200302486,0.0,0.0,0.0,0.0,0.5585289979969751
55,0.17254682655109596,0.12760827225785804,1.0512798002139556,0.004738858109798287,0.41697926519128053,0.0,0.0,0.0,0.0,0.5782818766989212
56,0.17401232299762476,0.12860554166142663,1.054522951806006,0.030858761493192177,0.37840781827874714,0.0,0.0,0.0,0.0,0.5907334202280606
57,0.17547781944415353,0.1296664614932683,1.0571969827761776,0.06630543219731559,0.3336945678026844,0.0,0.0,0.0,0.0,0.6
58,0.17694331589068224,0.1309145578334641,1.058312311459833,0.1288881207592513,0.27111187924074875,0.0,0.0,0.0,0.0,0.6
59,0.17840881233721098,0.1323941315752914,1.057554312151512,0.19147080932118693,0.20852919067881312,0.0,0.0,0.0,0.0,0.6
60,0.1798743087837397,0.13409496199977639,1.0550693261523778,0.24488159444836582,0.15347225456087532,0.0016461509907589919,0.0,0.0,0.0,0.6
61,0.1813398052302685,0.13590843142988007,1.0517741698594465,0.2566683930080737,0.13256873282059034,0.010762874171336043,0.0,0.0,0.0,0.6
62,0.1828053016767972,0.1377788111778503,1.0481326762515002,0.26845519156778125,0.11166521108030633,0.019879597351912404,0.0,0.0,0.0,0.6
63,0.18427079812332597,0.1397038154857464,1.0441802897788601,0.28024199012749007,0.09076168934002088,0.02899632053248907,0.0,0.0,0.0,0.6
64,0.1857362945698547,0.1416812178406566,1.0399505963405613,0.29202878868719767,0.06985816759973693,0.03811304371306538,0.0,0.0,0.0,0.6
65,0.1872017910163834,0.14370885530192676,1.0354752538912013,0.303815587246906,0.04895464585945257,0.04722976689364158,0.0,0.0,0.0,0.6
66,0.18866728746291217,0.14578463180805812,1.0307839585900653,0.3156023858066133,0.028051124119168363,0.056346490074218394,0.0,0.0,0.0,0.6
67,0.1901327839094409,0.14790652056780465,1.0259044411343103,0.3273891843663219,0.00714760237888336,0.06546321325479484,0.0,0.0,0.0,0.6
68,0.19159828035596965,0.15008020457123383,1.0208105273273833,0.32241115243526564,0.0,0.07758884756473439,0.0,0.0,0.0,0.6
69,0.19306377680249837,0.15232866820992558,1.0153633655034702,0.3087220820669253,0.0,0.09127791793307476,0.0,0.0,0.0,0.6
70,0.19452927324902716,0.15465065123303437,1.0095944919594941,0.2950330116985838,0.0,0.10496698830141615,0.0,0.0,0.0,0.6
71,0.1959947696955559,0.15704289257626225,1.003547117121625,0.28134394133024326,0.0,0.11865605866975684,0.0,0.0,0.0,0.6
72,0.19746026614208465,0.15950223103255656,0.9972615274792634,0.2676548709619023,0.0,0.1323451290380977,0.0,0.0,0.0,0.6
73,0.1989257625886134,0.1620256112894886,0.9907750615770763,0.25396580059356144,0.0,0.1460341994064386,0.0,0.0,0.0,0.6
74,0.20039125903514216,0.16461008819883322,0.9841221350495791,0.2402767302252207,0.0,0.15972326977477944,0.0,0.0,0.0,0.6
75,0.2018567554816709,0.1672528294936999,0.9773343051372491,0.22658765985687945,0.0,0.17341234014312057,0.0,0.0,0.0,0.6
76,0.2033222519281996,0.16995111716077482,0.9704403660140128,0.21289858948853888,0.0,0.18710141051146115,0.0,0.0,0.0,0.6
77,0.20478774837472838,0.17270234766345244,0.9634664672467207,0.19920951912019808,0.0,0.20079048087980203,0.0,0.0,0.0,0.6
78,0.20625324482125712,0.17550403119719604,0.9564362487289241,0.18552044875185728,0.0,0.21447955124814283,0.0,0.0,0.0,0.6
79,0.2077187412677859,0.17835379014248767,0.9493709864326704,0.17183137838351606,0.0,0.22816862161648394,0.0,0.0,0.0,0.6
80,0.2091842377143146,0.18124935686407406,0.9422897442675581,0.1581423080151755,0.0,0.24185769198482454,0.0,0.0,0.0,0.6
81,0.21064973416084332,0.18418857098858285,0.9352095282031037,0.1444532376468345,0.0,0.2555467623531655,0.0,0.0,0.0,0.6
82,0.2121152306073721,0.18716937627645658,0.9281454395860853,0.13076416727849324,0.0,0.2692358327215067,0.0,0.0,0.0,0.6
83,0.21358072705390083,0.19018981718889447,0.9211108252641159,0.11707509691015298,0.0,0.2829249030898471,0.0,0.0,0.0,0.6
84,0.2150462235004296,0.1932480352363207,0.9141174227111692,0.10338602654181177,0.0,0.29661397345818824,0.0,0.0,0.0,0.6
85,0.21651171994695834,0.1963422651819449,0.9071754988448132,0.089696956173471,0.0,0.31030304382652907,0.0,0.0,0.0,0.6
86,0.21797721639348708,0.1994708311623077,0.9002939816356182,0.07600788580513017,0.0,0.32399211419486984,0.0,0.0,0.0,0.6
87,0.21944271284001587,0.2026321427762941,0.8934805839450944,0.062318815436788653,0.0,0.3376811845632113,0.0,0.0,0.0,0.6
88,0.2209082092865446,0.20582469118492244,0.8867419192984929,0.04862974506844835,0.0,0.35137025493155166,0.0,0.0,0.0,0.6
89,0.2223737057330733,0.2090470452562073,0.880083609511833,0.03494067470010766,0.0,0.36505932529989243,0.0,0.0,0.0,0.6
90,0.22383920217960204,0.2122978477824461,0.8735103842570779,0.021251604331766986,0.0,0.3787483956682331,0.0,0.0,0.0,0.6
91,0.22530469862613078,0.21557581179133323,0.8670261727732398,0.00756253396342609,0.0,0.392437466036574,0.0,0.0,0.0,0.6
92,0.22677019507265955,0.2197454514965999,0.857243534296169,0.0,0.0,0.4105959592794415,0.0,0.0,0.0,0.5894040407205585
93,0.22823569151918827,0.2251292239097823,0.8432528688903477,0.0,0.0,0.4342714624691356,0.0,0.0,0.0,0.5657285375308644
94,0.22970118796571704,0.23069334690673232,0.8292669162100021,0.0,0.0,0.45794696565883114,0.0,0.0,0.0,0.5420530343411688
95,0.23116668441224575,0.23642508750103364,0.815361258247165,0.0,0.0,0.4816224688485255,0.0,0.0,0.0,0.5183775311514744
96,0.23263218085877452,0.242312551339681,0.8015983992520466,0.0,0.0,0.5052979720382209,0.0,0.0,0.0,0.494702027961779
97,0.2340976773053032,0.24834466355783053,0.7880292127699541,0.0,0.0,0.5289734752279148,0.0,0.0,0.0,0.47102652477208506
98,0.235563173751832,0.25451113952554466,0.7746943671431553,0.0,0.0,0.5526489784176103,0.0,0.0,0.0,0.44735102158238965
99,0.23702867019836074,0.2608024486303053,0.7616256812593153,0.0,0.0,0.5763244816073054,0.0,0.0,0.0,0.42367551839269446
100,0.2384941841113884,0.26720972925678715,0.748847570340102,0.0,0.0,0.5999997635919476,0.0,0.0,0.0,0.40000039115460595
