date,year,month,series::Native Bond 50/50::return,series::Native Bond 50/50::balance,series::TLT Proxy::return,series::TLT Proxy::balance,series::EDV Proxy::return,series::EDV Proxy::balance,series::ZROZ Proxy::return,series::ZROZ Proxy::balance,series::benchmark::return,series::benchmark::balance,asset::267440::return,asset::385560::return,asset::TLT::return,asset::EDV::return,asset::ZROZ::return
2025-10-31,2025,10,-0.015274654277199595,8457.269568681866,0.028889884375101094,8525.032305444713,0.03689577256174781,6990.862389877863,0.03767130711868405,6343.126061743634,0.03906561652676843,19163.2224807399,0.004583921015514747,-0.03513322956991394,0.028889884375101094,0.03689577256174781,0.03767130711868405
2025-09-30,2025,9,-0.0012041449882960187,8588.455253453567,0.049932216375105254,8285.660530740288,0.07477249533031194,6742.107138315633,0.08335854161734324,6112.847120497798,0.04963895277739816,18442.74526645952,0.018190521780756308,-0.020598811757348345,0.049932216375105254,0.07477249533031194,0.08335854161734324
2025-08-31,2025,8,-0.00028184876823617033,8598.8094667783,-0.004975817889796064,7891.614717135321,-0.017131264632869292,6273.055151307689,-0.024886861530316606,5642.4968149251345,0.015312431170663166,17570.56101782339,0.010032636286715801,-0.010596333823188142,-0.004975817889796064,-0.017131264632869292,-0.024886861530316606
2025-07-31,2025,7,0.005045638615086112,8601.233713905876,0.020134797556517592,7931.078318517977,0.01401656009181207,6382.3936254972205,0.009942807656529551,5786.504757571331,0.05566094127059662,17305.57065824989,0.0,0.010091277230172224,0.020134797556517592,0.01401656009181207,0.009942807656529551
2025-06-30,2025,6,-0.004977848828209397,8558.052871865642,0.01022644232308334,7774.539538808918,0.020872868096661223,6294.170999455216,0.023061408809712525,5729.537072498521,0.03457662611332846,16393.114476150702,0.014967488651699279,-0.024923186308118073,0.01022644232308334,0.020872868096661223,0.023061408809712525
2025-05-31,2025,5,-0.033886733727701734,8600.866686020234,-0.06836788745177058,7695.8384903594915,-0.08540082169494856,6165.479753801482,-0.09537922084087025,5600.384320198911,0.023026179857195794,15845.239552468862,-0.027443025891898287,-0.04033044156350518,-0.06836788745177058,-0.08540082169494856,-0.09537922084087025
2025-04-30,2025,4,0.011434750906872071,8902.54485295111,-0.0459112033611363,8260.598133859503,-0.06089641756954833,6741.1822578142255,-0.06292326924720082,6190.8641159057,-0.04113842297380643,15488.596347241768,-0.007460918995736643,0.030330420809480785,-0.0459112033611363,-0.06089641756954833,-0.06292326924720082
2025-03-31,2025,3,-0.005006790153030682,8801.897349254526,0.0030124855161173247,8658.102016248975,-0.0096857110498626,7178.315985514267,-0.013405995620681899,6606.571172600005,-0.04132579679255166,16153.109810988557,-0.0035402407363700483,-0.0064733395696913165,0.0030124855161173247,-0.0096857110498626,-0.013405995620681899
2025-02-28,2025,2,0.045480889727233964,8846.188358017302,0.06298263742788568,8632.097946212303,0.08389481732296433,7248.52308566023,0.09174145138187706,6696.342308259114,-0.007079088722740989,16849.425755845827,0.03898970083374209,0.05197207862072584,0.06298263742788568,0.08389481732296433,0.09174145138187706
2025-01-31,2025,1,0.014454594951337829,8461.358256223384,-0.021589281640987945,8120.638703092569,-0.02632549325907474,6687.478314143847,-0.0393932388542062,6133.633837739867,0.00885101897484497,16969.554739431675,0.012790264497702708,0.01611892540497295,-0.021589281640987945,-0.02632549325907474,-0.0393932388542062
2024-12-31,2024,12,-0.04555811580013963,8340.795436615148,-0.00506655609892126,8299.825983828634,-0.031167035355265993,6868.289420997695,-0.04309958123695512,6385.166215594592,0.027836292953943076,16820.674629119647,-0.051807370775933115,-0.03930886082434615,-0.00506655609892126,-0.031167035355265993,-0.04309958123695512
2024-11-30,2024,11,0.04720469358304458,8738.924364795146,0.030769876126466755,8342.091659202326,0.036348890450612625,7089.240015193188,0.034624606561986626,6672.759349241895,0.07095567217590215,16365.130074146324,0.011071428571428621,0.08333795859466053,0.030769876126466755,0.036348890450612625,0.034624606561986626
2024-10-31,2024,10,-0.03295173032026166,8345.001142894647,-0.00909231693417667,8093.068930721082,-0.027096496553841276,6840.592082952616,-0.030083999960758945,6449.449691144684,0.038726607196139184,15280.86595862241,-0.0529875986471251,-0.012915861993398225,-0.00909231693417667,-0.027096496553841276,-0.030083999960758945
2024-09-30,2024,9,0.01371475085179219,8629.353264504882,0.006564009306653906,8167.32887334317,0.011849625447658552,7031.110545621732,0.008615819277919767,6649.493039483575,0.007561087040752756,14711.152918158548,0.006125226860254074,0.021304274843330306,0.006564009306653906,0.011849625447658552,0.008615819277919767
2024-08-31,2024,8,0.013565055353113198,8512.605007724227,-0.005044354576328014,8114.068055114575,0.0019772618835567357,6948.770221178918,0.010343065110109961,6592.691600102036,-0.0028485698402078707,14600.755336200798,0.030267617155545157,-0.003137506449318761,-0.005044354576328014,0.0019772618835567357,0.010343065110109961
2024-07-31,2024,7,0.039780413398833314,8398.676496160913,0.02208090895118442,8155.205804837103,0.026146283719225893,6935.057795739141,0.03206336354374173,6525.201021084405,-0.0017777167993413556,14642.46542158702,0.014463544754001134,0.0650972820436655,0.02208090895118442,0.026146283719225893,0.03206336354374173
2024-06-30,2024,6,0.04404823119854229,8077.355937786255,0.026557412777344913,7979.021752011418,0.03343517736269552,6758.352006697624,0.03356233509280404,6322.481013839271,0.04380705088958914,14668.541935006722,0.029914529914529808,0.058181932482554766,0.026557412777344913,0.03343517736269552,0.03356233509280404
2024-05-31,2024,5,0.008397654090160911,7736.573557060334,0.021562197940939054,7772.601563924441,0.032244828891910604,6539.696107447004,0.03324018391104522,6117.174358207986,0.043117996570344985,14052.924745531653,0.0,0.016795308180321822,0.021562197940939054,0.032244828891910604,0.03324018391104522
2024-04-30,2024,4,-0.04118188491120656,7672.145532746951,-0.03984117459616454,7608.544618811167,-0.06753207360104141,6335.411836809302,-0.07938844172793769,5920.379843390443,-0.014966274842780125,13472.037479686951,-0.03453966757043503,-0.047824102251978085,-0.03984117459616454,-0.06753207360104141,-0.07938844172793769
2024-03-31,2024,3,0.01965437302398454,8001.669359403431,0.020239722574930674,7924.256297504812,0.023538798994807486,6794.2410215390955,0.0223771521757532,6430.920609450823,0.04541933441759305,13676.727136968531,0.013379524549038457,0.02592922149893062,0.020239722574930674,0.023538798994807486,0.0223771521757532
2024-02-29,2024,2,-0.022193696759711223,7847.432984250256,-0.017541115843371036,7767.053293617297,-0.021259087613042627,6637.990692889762,-0.02158729795927994,6290.164638132785,0.05754841600485694,13082.527447790018,-0.025608194622279146,-0.0187791988971433,-0.017541115843371036,-0.021259087613042627,-0.02158729795927994
2024-01-31,2024,1,-0.02995370574249273,8025.549598366421,-0.007431247069128677,7905.728594723594,-0.028110000826029657,6782.173513827068,-0.04183805954237829,6428.948259781482,0.054708382955336976,12370.617978146482,-0.021749032111136435,-0.03815837937384903,-0.007431247069128677,-0.028110000826029657,-0.04183805954237829
2023-12-31,2023,12,0.08936729371457497,8273.367617479884,0.10219831967860316,7964.917867280674,0.14441416860067613,6978.3345024554,0.15157365928171695,6709.667738118456,0.03711709620846193,11728.94629270272,0.06268151016456924,0.1160530772645807,0.10219831967860316,0.14441416860067613,0.15157365928171695
2023-11-30,2023,11,0.10247815896047274,7594.65394749366,0.05055023945614878,7226.3926782280105,0.08975187891508174,6097.735150367901,0.1088071578375005,5826.5206780637445,0.04300489232237514,11309.18228576302,0.07856956408248505,0.12638675383846043,0.05055023945614878,0.08975187891508174,0.1088071578375005
2023-10-31,2023,10,-0.04346093437288334,6888.711477653818,-0.054967558027496644,6878.674057481521,-0.07968818478856232,5595.526163660841,-0.09120701646261908,5254.764669293054,-0.021548784638157015,10842.885176292675,-0.05091044221479002,-0.036011426530976665,-0.054967558027496644,-0.07968818478856232,-0.09120701646261908
2023-09-30,2023,9,-0.04518759178516951,7201.704274500812,-0.06289727997472894,7278.77028551964,-0.0988762285970235,6080.03295315218,-0.10887648235020109,5782.136046912946,-0.03074396502196819,11081.681954151232,-0.053242641022633985,-0.03713254254770504,-0.06289727997472894,-0.0988762285970235,-0.10887648235020109
2023-08-31,2023,8,-0.014527256576174763,7542.533185094979,0.003982160188767958,7767.3131557267825,-0.011825948216869553,6747.167421503112,-0.01685759621023153,6488.591011673038,0.019705150780807923,11433.183342936212,-0.019772387630762167,-0.009282125521587359,0.003982160188767958,-0.011825948216869553,-0.01685759621023153
2023-07-31,2023,7,-0.006842994808215042,7653.720750195461,-0.05869212994503159,7736.5051529066795,-0.0724198760692728,6827.913978643794,-0.07349355686106263,6599.848594324831,-0.0025010628457037276,11212.244376898168,-0.021374732815839792,0.007688743199409709,-0.05869212994503159,-0.0724198760692728,-0.07349355686106263
2023-06-30,2023,6,-0.01642872028704495,7706.455988514604,0.0031792001363180056,8218.889269941938,0.011109104753068477,7360.996427682953,0.015348783273683386,7123.37042359362,0.06587120550914127,11240.357216705308,-0.012991339107261801,-0.0198661014668281,0.0031792001363180056,0.011109104753068477,0.015348783273683386
2023-05-31,2023,5,-0.03793241729122648,7835.177935211418,-0.04293310247318549,8192.842583683061,-0.054948524287619094,7280.120803066692,-0.05862263967807191,7015.688146713958,-0.008622213033953274,10545.69929144118,-0.02129971745272763,-0.05456511712972534,-0.04293310247318549,-0.054948524287619094,-0.05862263967807191
2023-04-30,2023,4,-0.0008526380147472756,8144.103466360323,0.0365768395182402,8560.36563886436,0.034736638943074105,7703.411920053273,0.03373342033229432,7452.577937836495,0.04958477569393405,10637.41737013758,0.005353436031902081,-0.0070587120613966325,0.0365768395182402,0.034736638943074105,0.03373342033229432
2023-03-31,2023,3,0.04975011155611053,8151.053364318976,0.031017638142357695,8258.303014799056,0.04200626929817286,7444.804436346122,0.03942351322273252,7209.380862854235,0.019889530620277318,10134.881542183804,0.0348219332956472,0.06467828981657386,0.031017638142357695,0.04200626929817286,0.03942351322273252
2023-02-28,2023,2,-0.0470120782962542,7764.755892462976,0.01859754149242887,8009.856193807221,0.0023695132203258584,7144.682959883202,0.004981542586099952,6935.94167453606,0.043607924411480425,9937.234610124846,-0.03259324073061354,-0.061430915861894864,0.01859754149242887,0.0023695132203258584,0.004981542586099952
2023-01-31,2023,1,0.06402263461698299,8147.800948600895,0.028693297195108824,7863.612337087854,0.051048325112285076,7127.793558813839,0.051469710470192664,6901.561253242456,0.03863156217143948,9521.99995580594,0.03135927805978578,0.0966859911741802,0.028693297195108824,0.051048325112285076,0.051469710470192664
2022-12-31,2022,12,-0.003622891823127583,7657.544758466407,-0.05317611549377088,7644.272941730259,-0.05546880943202914,6781.604031434393,-0.057591194895765474,6563.7280698806235,-0.10392316777269595,9167.832273360293,-0.010823476902477092,0.0035776932562219255,-0.05317611549377088,-0.05546880943202914,-0.057591194895765474
2022-11-30,2022,11,0.07602398726653037,7685.388088128449,-0.001056559674929236,8073.595382225455,0.026206658284363193,7179.862453622564,0.025165871298552522,6964.841621099504,-0.0158974454228894,10231.078344668918,0.04978329623989697,0.10226467829316377,-0.001056559674929236,0.026206658284363193,0.025165871298552522
2022-10-31,2022,10,-0.04957738605815304,7142.394759852861,-0.06524604191623573,8082.134639773188,-0.09629350109773216,6996.507375645009,-0.10912246908043899,6793.8680130633975,0.0748340067999913,10396.353811992112,-0.04433001231389233,-0.05482475980241375,-0.06524604191623573,-0.09629350109773216,-0.10912246908043899
2022-09-30,2022,9,-0.06887256950078174,7514.967189416938,-0.02225029778348908,8646.269502128109,-0.04319573475158278,7742.012903684621,-0.05061759688420442,7626.04036724418,-0.03300645691336901,9672.520357765998,-0.07025395503746878,-0.0674911839640947,-0.02225029778348908,-0.04319573475158278,-0.05061759688420442
2022-08-31,2022,8,-0.08675676095297719,8070.8256928784,-0.010813279908721496,8843.029542762772,-0.01697189920160358,8091.532599590309,-0.015882553030445945,8032.632943496886,-0.005912066834868779,10002.673158386804,-0.04880704880704878,-0.12470647309890559,-0.010813279908721496,-0.01697189920160358,-0.015882553030445945
2022-07-31,2022,7,0.08545048203284566,8837.542231684492,0.030228409065601092,8939.696988599655,0.02981354484652954,8231.232243532533,0.02752886272478361,8162.270639782077,0.09839730192155183,10062.161328665105,0.04814776382691699,0.12275320023877434,0.030228409065601092,0.02981354484652954,0.02752886272478361
2022-06-30,2022,6,-0.05492294100015083,8141.819804744505,0.02380330984086787,8677.39319740542,0.022318335167397674,7992.934531424533,0.02379201623519811,7943.59257037073,-0.048492464499441335,9160.766610644634,-0.020829099776468185,-0.08901678222383347,0.02380330984086787,0.022318335167397674,0.02379201623519811
2022-05-31,2022,5,0.0020044117583614685,8614.979833878078,-0.04600412998947512,8475.64479817336,-0.0633868960470293,7818.43996773837,-0.06294531784887769,7758.990541440039,-0.021808768914455934,9627.634326432779,-0.008362720403022661,0.012371543919745598,-0.04600412998947512,-0.0633868960470293,-0.06294531784887769
2022-04-30,2022,4,-0.07408377288569856,8597.746409878708,-0.05113900500650892,8884.362149366383,-0.08431099235845707,8347.566284029857,-0.09308349010748107,8280.189714892986,-0.04436212519974936,9842.28238863739,-0.05709671290138707,-0.09107083287001005,-0.05113900500650892,-0.08431099235845707,-0.09308349010748107
2022-03-31,2022,3,-0.04200581500860712,9285.663387361008,-0.041093047210416844,9363.1861739952,-0.05061751073262144,9116.158667810074,-0.04946875446265886,9130.046288245754,0.052241137061764586,10299.175710982201,-0.038809241165190356,-0.04520238885202388,-0.041093047210416844,-0.05061751073262144,-0.04946875446265886
2022-02-28,2022,2,-0.017468693369621202,9692.818111880746,-0.026188872229527593,9764.43662938984,-0.03802375929996049,9602.198029631714,-0.03832466903815612,9605.203754332644,-0.037648925258682575,9787.847431759987,-0.01191013263556795,-0.023027254103674455,-0.026188872229527593,-0.03802375929996049,-0.03832466903815612
2022-01-31,2022,1,-0.04281417456595343,9865.149381471174,-0.01607155273733374,10027.033323952035,-0.022105572273093732,9981.741360518532,-0.02080863810220024,9987.990172032132,-0.03855511797126465,10170.765834486117,-0.02703889035203233,-0.05858945877987454,-0.01607155273733374,-0.022105572273093732,-0.02080863810220024
2021-12-31,2021,12,-0.01452496476712839,10306.409810234822,-0.02786156444195842,10190.815553557475,-0.03410265368456422,10207.381367046815,-0.038156865998155154,10200.243344338855,0.04550095541166055,10578.626008206404,-0.01359542777970213,-0.01545450175455465,-0.02786156444195842,-0.03410265368456422,-0.038156865998155154
2021-11-30,2021,11,0.0458316488757502,10458.316488757502,0.04828851332347428,10482.885133234742,0.05677703805528034,10567.770380552804,0.06048928185407121,10604.892818540711,0.011823657687727751,10118.236576877278,0.02212781023189936,0.06953548751960104,0.04828851332347428,0.05677703805528034,0.06048928185407121
